clip,traffic_class,hour,weather,day,vehicles_observed,tracks_seen,heavy_vehicle_percent,speed_mean_kmh,speed_median_kmh,speed_p85_kmh,speed_std_kmh,speed_n_reliable,density_veh_mi_ln,density_pc_mi_ln,level_of_service,vehicles_per_frame,lane_imbalance,busiest_lane,lane_changes,changes_per_vehicle,n_trajectories,n_merges,count_bicycle,count_car,count_motorcycle,count_bus,count_truck,occupancy_lane1,occupancy_lane2,occupancy_lane3,occupancy_lane4,occupancy_lane5
cctv052x2004080610x01887,light,10,overcast,2,6,8,33.33,97.35,100.78,104.01,10.21,3,4.53,6.83,A,1.37,0.577,4,0,0.0,6,0,0,4,0,0,2,0.269,0.019,0.327,0.596,0.096
cctv052x2004080610x01889,light,10,overcast,2,4,7,25.0,92.08,92.08,96.05,8.03,2,4.32,6.24,A,1.3,0.5,4,0,0.0,4,0,0,3,0,0,1,0.0,0.36,0.38,0.5,0.04
cctv052x2004080610x01890,light,10,overcast,2,8,19,50.0,86.86,85.11,92.55,6.74,5,10.15,15.49,B,3.06,0.902,3,0,0.0,8,0,0,4,0,0,4,0.0,0.412,0.902,0.863,0.098
cctv052x2004080610x01891,light,10,overcast,2,5,10,20.0,79.58,79.58,79.8,0.44,2,5.47,6.9,A,1.65,0.667,3,0,0.0,5,0,0,4,0,0,1,0.157,0.098,0.667,0.0,0.588
cctv052x2004080610x01892,light,10,overcast,2,4,9,50.0,69.13,69.13,71.95,5.7,2,3.19,5.04,A,0.96,0.404,4,0,0.0,4,0,0,2,0,0,2,0.0,0.115,0.192,0.404,0.231
cctv052x2004080611x01894,light,11,overcast,2,5,5,60.0,89.15,88.62,100.21,11.13,5,6.13,9.77,A,1.85,0.635,4,0,0.0,5,0,0,2,0,0,3,0.25,0.346,0.327,0.635,0.0
cctv052x2004080611x01895,light,11,overcast,2,3,8,0.0,,,,,0,1.72,1.85,A,0.52,0.115,1,0,0.0,3,0,0,3,0,0,0,0.115,0.096,0.096,0.058,0.0
cctv052x2004080611x01896,light,11,overcast,2,7,12,0.0,85.46,85.21,89.88,5.71,6,7.85,8.36,A,2.37,0.769,3,0,0.0,7,0,0,7,0,0,0,0.0,0.462,0.769,0.462,0.346
cctv052x2004080611x01897,light,11,overcast,2,4,6,25.0,90.57,92.07,96.05,7.04,4,3.64,4.34,A,1.1,0.442,3,0,0.0,4,0,0,3,0,0,1,0.0,0.327,0.442,0.077,0.0
cctv052x2004080611x01898,light,11,overcast,2,8,9,25.0,75.04,74.35,84.5,9.23,7,14.04,16.28,B,4.23,0.962,4,0,0.0,8,0,0,6,0,0,2,0.0,0.423,0.923,0.962,0.615
cctv052x2004080611x01899,light,11,rain,2,0,2,0.0,,,,,0,0.51,0.64,A,0.15,0.077,1,0,0.0,0,0,0,0,0,0,0,0.077,0.0,0.0,0.058,0.019
cctv052x2004080611x01900,light,11,rain,2,0,2,0.0,,,,,0,0.4,0.4,A,0.12,0.08,4,0,0.0,0,0,0,0,0,0,0,0.0,0.04,0.0,0.08,0.0
cctv052x2004080611x01901,light,11,rain,2,1,3,100.0,80.85,80.85,80.85,0.0,1,1.56,2.6,A,0.47,0.235,4,0,0.0,1,0,0,0,0,1,0,0.0,0.059,0.078,0.235,0.0
cctv052x2004080611x01902,light,11,overcast,2,2,3,50.0,86.77,86.77,86.77,0.0,1,1.53,1.92,A,0.46,0.346,4,0,0.0,2,0,0,1,0,0,1,0.0,0.019,0.0,0.346,0.0
cctv052x2004080611x01903,light,11,rain,2,3,6,33.33,84.65,84.65,84.65,0.0,1,2.68,3.57,A,0.81,0.288,4,0,0.0,3,0,0,2,0,0,1,0.154,0.173,0.058,0.346,0.077
cctv052x2004080611x01904,light,11,rain,2,1,2,0.0,,,,,0,0.89,1.15,A,0.27,0.154,3,0,0.0,1,0,0,1,0,0,0,0.0,0.038,0.154,0.077,0.0
cctv052x2004080611x01905,light,11,rain,2,4,6,0.0,86.05,86.05,88.28,4.51,2,4.28,4.28,A,1.29,0.558,3,0,0.0,4,0,0,4,0,0,0,0.0,0.058,0.558,0.5,0.173
cctv052x2004080611x01906,light,11,rain,2,0,0,0.0,,,,,0,0.0,0.0,A,0.0,0.0,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
cctv052x2004080611x01907,light,11,rain,2,2,3,0.0,,,,,0,1.63,1.82,A,0.49,0.196,4,0,0.0,2,0,0,2,0,0,0,0.02,0.059,0.157,0.216,0.02
cctv052x2004080612x00000,light,12,rain,2,4,8,0.0,85.68,85.68,92.52,13.83,2,3.26,3.51,A,0.98,0.308,1,0,0.0,4,0,0,4,0,0,0,0.308,0.0,0.288,0.058,0.231
cctv052x2004080612x00002,light,12,rain,2,1,1,0.0,,,,,0,0.77,0.83,A,0.23,0.192,4,0,0.0,1,0,0,1,0,0,0,0.0,0.0,0.019,0.192,0.0
cctv052x2004080612x00003,light,12,rain,2,1,2,0.0,,,,,0,1.29,1.29,A,0.39,0.184,4,0,0.0,1,0,0,1,0,0,0,0.0,0.02,0.163,0.184,0.02
cctv052x2004080612x00004,light,12,overcast,2,12,18,33.33,77.69,80.62,88.04,11.2,9,12.28,15.14,B,3.7,0.58,3,0,0.0,12,0,0,8,0,0,4,0.08,0.56,0.66,0.66,0.4
cctv052x2004080612x00005,light,12,overcast,2,4,8,25.0,79.29,78.02,86.62,8.5,4,6.57,8.43,A,1.98,0.731,4,0,0.0,4,0,0,3,0,0,1,0.077,0.0,0.635,0.731,0.538
cctv052x2004080612x00006,light,12,overcast,2,7,10,14.29,73.52,75.31,80.46,8.71,4,5.11,5.94,A,1.54,0.423,5,0,0.0,7,0,0,6,0,0,1,0.096,0.096,0.365,0.269,0.519
cctv052x2004080612x00007,light,12,overcast,2,11,18,36.36,84.41,85.57,88.48,6.64,7,11.59,15.69,B,3.49,0.745,4,0,0.0,11,0,0,7,0,1,3,0.294,0.667,0.784,0.824,0.078
cctv052x2004080612x01908,light,12,rain,2,0,1,0.0,,,,,0,0.32,0.32,A,0.1,0.058,3,0,0.0,0,0,0,0,0,0,0,0.019,0.0,0.058,0.019,0.0
cctv052x2004080612x01909,light,12,rain,2,1,1,0.0,59.19,59.19,59.19,0.0,1,0.83,0.83,A,0.25,0.25,5,0,0.0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.25
cctv052x2004080612x01910,light,12,rain,2,2,2,0.0,91.66,91.66,91.66,0.0,1,1.53,1.6,A,0.46,0.423,4,0,0.0,2,0,0,2,0,0,0,0.0,0.0,0.0,0.423,0.038
cctv052x2004080612x01911,light,12,rain,2,0,0,0.0,,,,,0,0.07,0.07,A,0.02,0.021,5,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.021
cctv052x2004080612x01912,light,12,rain,2,6,6,0.0,96.08,96.08,96.08,0.0,1,3.45,3.57,A,1.04,0.385,3,0,0.0,6,0,0,6,0,0,0,0.173,0.154,0.385,0.192,0.0
cctv052x2004080612x01913,light,12,rain,2,3,5,0.0,79.87,79.87,83.85,8.04,2,4.4,4.66,A,1.33,0.558,4,0,0.0,3,0,0,3,0,0,0,0.0,0.0,0.269,0.558,0.423
cctv052x2004080612x01914,light,12,rain,2,6,8,0.0,79.36,78.7,82.11,3.92,4,6.77,6.83,A,2.04,0.519,4,0,0.0,6,0,0,6,0,0,0,0.096,0.096,0.577,0.615,0.481
cctv052x2004080612x01915,light,12,rain,2,2,3,0.0,82.94,82.94,82.94,0.0,1,1.92,1.92,A,0.58,0.404,3,0,0.0,2,0,0,2,0,0,0,0.038,0.077,0.404,0.0,0.058
cctv052x2004080613x00008,light,13,rain,2,13,16,7.69,93.27,90.86,103.64,10.77,11,11.42,14.07,B,3.44,0.7,2,0,0.0,13,0,0,12,0,1,0,0.16,0.8,0.8,0.62,0.1
cctv052x2004080613x00009,light,13,rain,2,16,20,12.5,84.64,84.45,92.57,6.12,13,18.09,20.37,C,5.45,0.725,2,0,0.0,16,0,0,14,0,0,2,0.275,1.0,0.922,0.98,0.922
cctv052x2004080613x00010,light,13,rain,2,7,12,0.0,91.99,90.96,102.75,12.7,6,6.96,7.98,A,2.1,0.808,3,0,0.0,7,0,0,7,0,0,0,0.077,0.192,0.808,0.673,0.0
cctv052x2004080613x00011,light,13,overcast,2,4,9,25.0,91.58,90.17,94.09,3.69,3,4.09,5.75,A,1.23,0.423,4,0,0.0,4,0,0,3,0,0,1,0.0,0.404,0.308,0.423,0.077
cctv052x2004080613x00012,light,13,overcast,2,16,21,25.0,80.32,85.37,97.53,28.36,11,15.89,18.96,C,4.79,0.788,3,0,0.0,16,0,0,12,0,0,4,0.481,0.173,0.962,0.75,0.846
cctv052x2004080613x00013,light,13,overcast,2,6,9,33.33,91.66,91.66,95.5,7.78,2,4.85,5.81,A,1.46,0.519,3,0,0.0,6,0,0,4,0,0,2,0.096,0.462,0.615,0.115,0.096
cctv052x2004080613x00014,light,13,overcast,2,8,11,12.5,89.97,89.85,95.45,6.67,5,6.64,8.49,A,2.0,0.346,5,0,0.0,8,0,0,7,0,0,1,0.135,0.288,0.365,0.308,0.481
cctv052x2004080613x00015,light,13,clear,2,15,23,0.0,87.07,85.82,99.13,10.69,11,15.13,15.7,B,4.56,0.962,4,0,0.0,15,0,0,15,0,0,0,0.0,0.654,0.615,0.962,0.846
cctv052x2004080613x00016,light,13,clear,2,11,16,9.09,82.29,93.5,98.65,29.83,10,14.36,16.46,B,4.33,1.0,3,0,0.0,11,0,0,10,0,0,1,0.0,0.959,1.0,0.673,0.265
cctv052x2004080613x00017,light,13,clear,2,10,11,0.0,83.27,88.58,101.91,30.27,10,13.15,13.79,B,3.96,0.596,2,0,0.0,10,0,0,10,0,0,0,0.269,0.865,0.654,0.577,0.423
cctv052x2004080613x00018,medium,13,clear,2,22,26,18.18,90.07,89.86,96.92,7.5,15,24.0,30.9,D,7.23,0.308,4,0,0.0,22,0,0,18,0,2,2,0.692,0.731,0.981,1.0,0.885
cctv052x2004080614x00019,light,14,clear,2,12,17,0.0,91.85,91.27,95.96,3.94,10,14.43,15.64,B,4.35,0.865,1,0,0.0,12,0,0,12,0,0,0,0.942,0.442,0.865,0.865,0.077
cctv052x2004080614x00020,light,14,clear,2,10,18,0.0,93.53,95.87,104.75,10.26,9,10.21,10.21,A,3.08,0.75,4,0,0.0,10,0,0,10,0,0,0,0.058,0.712,0.5,0.808,0.423
cctv052x2004080614x00021,light,14,clear,2,10,14,20.0,90.97,92.36,98.69,7.08,7,10.41,12.95,B,3.14,0.745,3,0,0.0,10,0,0,8,0,0,2,0.0,0.412,0.745,0.569,0.627
cctv052x2004080614x00022,light,14,clear,2,6,10,0.0,92.07,89.3,97.05,8.72,6,8.17,8.62,A,2.46,0.75,4,0,0.0,6,0,0,6,0,0,0,0.0,0.25,0.692,0.75,0.673
cctv052x2004080614x00023,light,14,clear,2,10,15,20.0,85.17,84.05,89.79,4.95,8,11.0,13.47,B,3.31,0.922,3,0,0.0,10,0,0,8,0,0,2,0.078,0.569,1.0,0.275,0.529
cctv052x2004080614x00024,medium,14,overcast,2,23,26,4.35,63.3,65.51,78.34,19.21,21,31.98,35.3,E,9.63,0.788,3,1,0.043,23,0,0,22,0,0,1,0.212,0.981,1.0,1.0,0.635
cctv052x2004080614x00025,medium,14,overcast,2,13,17,0.0,46.05,44.53,51.83,7.87,11,15.32,17.24,B,4.62,0.904,3,0,0.0,13,0,0,13,0,0,0,0.0,0.673,0.904,0.327,0.846
cctv052x2004080614x00026,heavy,14,clear,2,16,18,6.25,28.12,28.77,38.55,10.18,13,31.73,33.96,D,9.56,1.0,2,0,0.0,16,0,0,15,0,0,1,0.0,1.0,1.0,1.0,0.788
cctv052x2004080614x00027,medium,14,overcast,2,10,12,30.0,57.02,56.33,67.56,15.2,5,8.23,10.85,A,2.48,0.846,2,0,0.0,10,0,0,7,0,0,3,0.365,0.904,0.519,0.231,0.058
cctv052x2004080615x00028,medium,15,overcast,2,15,18,0.0,51.29,49.9,60.26,8.41,12,23.68,26.11,D,7.13,0.404,2,2,0.133,15,0,0,15,0,0,0,0.942,1.0,0.808,1.0,0.596
cctv052x2004080615x00029,medium,15,overcast,2,26,28,7.69,52.8,52.44,64.57,12.07,24,35.08,37.55,E,10.57,0.294,2,1,0.038,26,1,0,24,0,1,1,0.941,1.0,1.0,1.0,0.706
cctv052x2004080615x00030,medium,15,overcast,2,22,27,18.18,32.67,35.05,38.73,8.96,19,37.53,45.26,F,11.31,0.077,1,0,0.0,22,0,0,18,0,2,2,1.0,1.0,1.0,1.0,0.923
cctv052x2004080615x00031,medium,15,overcast,2,20,23,0.0,39.26,39.88,42.8,3.66,19,37.6,38.68,E,11.33,0.077,1,0,0.0,20,0,0,20,0,0,0,1.0,1.0,1.0,1.0,0.923
cctv052x2004080615x00032,heavy,15,rain,2,17,22,5.88,32.02,36.84,40.16,9.21,14,28.66,31.15,D,8.63,0.115,1,0,0.0,17,0,0,16,0,1,0,1.0,1.0,1.0,0.885,1.0
cctv052x2004080615x00033,heavy,15,overcast,2,26,26,7.69,20.25,22.28,27.67,7.28,20,43.92,48.77,F,13.23,0.192,1,0,0.0,26,0,0,24,0,2,0,1.0,1.0,1.0,0.808,1.0
cctv052x2004080615x00034,heavy,15,overcast,2,18,23,16.67,22.46,21.26,25.94,3.54,15,32.75,34.73,D,9.87,0.058,1,0,0.0,18,0,0,15,0,2,1,1.0,0.942,1.0,1.0,1.0
cctv052x2004080615x00035,heavy,15,overcast,2,6,9,33.33,39.21,38.11,42.61,4.88,3,5.36,7.72,A,1.62,0.577,5,0,0.0,6,0,0,4,0,0,2,0.058,0.365,0.25,0.212,0.635
cctv052x2004080615x00036,heavy,15,overcast,2,12,16,25.0,32.57,36.27,36.9,7.44,6,12.19,14.75,B,3.67,0.673,2,0,0.0,12,1,0,9,0,1,2,0.538,0.808,0.808,0.135,0.404
cctv052x2004080615x00037,heavy,15,overcast,2,16,17,18.75,30.12,32.85,36.31,8.09,9,18.64,19.98,C,5.62,0.481,4,0,0.0,16,0,0,13,0,1,2,0.481,0.808,0.923,0.962,0.558
cctv052x2004080615x00038,medium,15,clear,2,14,18,0.0,46.77,47.06,51.48,4.34,13,19.6,21.26,C,5.9,0.558,4,0,0.0,14,0,0,14,0,0,0,0.423,0.904,0.769,0.981,0.635
cctv052x2004080615x00039,medium,15,overcast,2,20,20,10.0,44.49,42.18,52.52,5.69,15,29.36,32.11,D,8.85,0.5,2,2,0.1,20,0,0,18,0,2,0,0.942,1.0,1.0,0.846,0.5
cctv052x2004080615x00040,heavy,15,overcast,2,22,26,4.55,22.65,19.38,36.32,10.45,16,40.92,43.54,E,12.33,0.0,1,0,0.0,22,0,0,21,0,0,1,1.0,1.0,1.0,1.0,1.0
cctv052x2004080615x00041,heavy,15,overcast,2,16,19,6.25,25.18,25.71,28.34,3.03,13,25.6,27.07,D,7.71,0.827,1,0,0.0,16,0,0,15,0,0,1,1.0,1.0,1.0,0.731,0.173
cctv052x2004080615x00044,heavy,15,overcast,2,2,4,0.0,45.51,45.51,45.51,0.0,1,1.98,2.11,A,0.6,0.327,2,0,0.0,2,0,0,2,0,0,0,0.0,0.327,0.096,0.0,0.058
cctv052x2004080615x00045,heavy,15,overcast,2,18,20,11.11,10.3,8.91,15.32,3.7,15,40.54,42.9,E,12.21,0.038,1,0,0.0,18,0,0,16,0,2,0,1.0,1.0,1.0,1.0,0.962
cctv052x2004080616x00046,heavy,16,overcast,2,23,28,8.7,28.51,34.53,36.43,9.58,18,33.58,34.92,D,10.12,0.346,2,0,0.0,23,0,0,21,0,0,2,0.654,1.0,0.885,1.0,0.788
cctv052x2004080616x00047,heavy,16,overcast,2,20,23,0.0,17.15,17.91,23.51,7.67,17,47.56,47.75,F,14.33,0.0,1,0,0.0,20,0,0,20,0,0,0,1.0,1.0,1.0,1.0,1.0
cctv052x2004080616x00048,medium,16,overcast,2,22,27,9.09,48.84,48.81,52.52,3.7,17,26.21,29.81,D,7.9,0.125,2,0,0.0,22,0,0,20,0,0,2,0.875,1.0,1.0,0.979,0.938
cctv052x2004080616x00049,heavy,16,overcast,2,18,20,22.22,27.13,26.68,32.44,5.7,8,33.12,35.28,E,9.98,0.0,1,0,0.0,18,0,0,14,0,1,3,1.0,1.0,1.0,1.0,1.0
cctv052x2004080616x00050,heavy,16,overcast,2,22,23,27.27,31.49,33.44,43.65,11.67,15,29.33,36.92,E,8.84,0.327,1,1,0.045,22,0,0,16,0,3,3,1.0,0.857,0.755,0.673,1.0
cctv052x2004080616x00051,medium,16,overcast,2,26,26,0.0,34.61,36.26,42.35,9.07,24,44.17,44.62,E,13.31,0.0,1,0,0.0,26,0,0,26,0,0,0,1.0,1.0,1.0,1.0,1.0
cctv052x2004080616x00052,medium,16,overcast,2,24,27,8.33,35.3,33.63,42.33,6.83,20,37.28,39.96,E,11.23,0.712,2,0,0.0,24,0,0,22,0,1,1,0.962,1.0,1.0,1.0,0.288
cctv052x2004080616x00053,medium,16,overcast,2,17,21,23.53,32.86,35.32,41.01,8.29,13,18.26,21.38,C,5.5,0.442,3,0,0.0,17,0,0,13,0,3,1,0.558,0.731,1.0,0.654,0.846
cctv052x2004080616x00054,medium,16,overcast,2,20,22,10.0,37.0,36.39,47.73,10.33,14,34.28,36.26,E,10.33,0.135,2,0,0.0,20,0,0,18,0,2,0,0.865,1.0,1.0,1.0,0.942
cctv052x2004080616x00055,heavy,16,overcast,2,25,27,4.0,24.11,27.14,35.45,10.28,22,50.68,52.73,F,15.27,0.0,1,0,0.0,25,0,0,24,0,1,0,1.0,1.0,1.0,1.0,1.0
cctv052x2004080616x00056,heavy,16,overcast,2,16,20,0.0,21.46,23.05,25.93,5.22,12,36.71,38.36,E,11.06,0.0,1,1,0.062,16,0,0,16,0,0,0,1.0,1.0,1.0,1.0,1.0
cctv052x2004080616x00057,medium,16,overcast,2,18,19,11.11,36.99,39.72,43.37,7.93,17,32.36,35.75,E,9.75,0.212,1,0,0.0,18,0,0,16,0,0,2,1.0,1.0,1.0,0.904,0.788
cctv052x2004080616x00058,medium,16,clear,2,19,21,0.0,34.29,33.33,40.8,4.84,15,32.36,33.45,D,9.75,0.173,2,0,0.0,19,0,0,19,0,0,0,0.827,1.0,1.0,1.0,1.0
cctv052x2004080616x00059,heavy,16,clear,2,17,19,5.88,14.42,13.03,19.14,6.85,16,38.21,40.96,E,11.51,0.128,2,0,0.0,17,0,0,16,0,1,0,0.872,1.0,1.0,1.0,1.0
cctv052x2004080616x00060,heavy,16,clear,2,20,20,5.0,13.88,17.34,19.64,6.61,17,43.09,43.98,E,12.98,0.096,1,1,0.05,20,0,0,19,0,0,1,1.0,1.0,1.0,1.0,0.904
cctv052x2004080616x00061,heavy,16,clear,2,23,25,21.74,31.85,35.0,38.32,10.0,17,34.73,40.09,E,10.46,0.346,1,0,0.0,23,0,0,18,0,4,1,1.0,1.0,1.0,1.0,0.654
cctv052x2004080616x00062,heavy,16,clear,2,19,23,10.53,29.48,27.75,36.75,6.59,18,36.77,40.34,E,11.08,0.0,1,0,0.0,19,0,0,17,0,2,0,1.0,1.0,1.0,1.0,1.0
cctv052x2004080617x00064,heavy,17,clear,2,24,25,8.33,22.6,22.48,26.25,5.48,21,48.88,54.28,F,14.73,0.0,1,0,0.0,24,0,0,22,0,2,0,1.0,1.0,1.0,1.0,1.0
cctv052x2004080617x00065,medium,17,clear,2,20,22,5.0,48.49,46.18,58.05,8.09,16,35.94,37.92,E,10.83,0.154,2,0,0.0,20,0,0,19,0,1,0,0.846,1.0,1.0,1.0,1.0
cctv052x2004080617x00066,heavy,17,clear,2,23,24,4.35,32.48,34.84,37.39,6.23,20,36.45,39.26,E,10.98,0.192,1,0,0.0,23,0,0,22,0,0,1,1.0,1.0,1.0,0.808,1.0
cctv052x2004080617x00067,heavy,17,clear,2,15,17,13.33,7.15,7.99,9.49,2.97,11,35.88,41.43,E,10.81,0.519,1,0,0.0,15,0,0,13,0,2,0,1.0,1.0,1.0,1.0,0.481
cctv052x2004080617x00068,heavy,17,clear,2,20,25,20.0,17.7,16.44,22.55,4.61,18,43.61,51.68,F,13.14,0.059,1,0,0.0,20,0,0,16,0,4,0,1.0,1.0,1.0,1.0,0.941
cctv052x2004080617x00069,heavy,17,clear,2,21,24,9.52,21.41,19.7,26.48,7.26,19,42.24,48.81,F,12.73,0.137,1,1,0.048,21,0,0,19,0,1,1,1.0,1.0,1.0,1.0,0.863
cctv052x2004080617x00070,medium,17,clear,2,21,24,0.0,39.48,39.64,45.55,5.38,20,40.79,41.56,E,12.29,0.019,1,0,0.0,21,0,0,21,0,0,0,1.0,0.981,1.0,1.0,1.0
cctv052x2004080617x00071,medium,17,clear,2,24,28,12.5,37.91,37.4,40.18,2.11,19,40.92,44.24,E,12.33,0.0,1,0,0.0,24,0,0,21,0,0,3,1.0,1.0,1.0,1.0,1.0
cctv052x2004080617x00072,medium,17,clear,2,23,25,0.0,26.73,27.24,33.04,5.21,18,43.56,45.25,F,13.12,0.0,1,0,0.0,23,0,0,23,0,0,0,1.0,1.0,1.0,1.0,1.0
cctv052x2004080617x00073,heavy,17,clear,2,21,22,19.05,12.44,13.74,15.36,4.35,18,45.26,52.86,F,13.63,0.0,1,0,0.0,21,0,0,17,0,3,1,1.0,1.0,1.0,1.0,1.0
cctv052x2004080617x00074,heavy,17,clear,2,19,21,5.26,11.16,10.51,13.64,3.79,16,34.04,35.47,E,10.25,0.0,1,0,0.0,19,0,0,18,0,0,1,1.0,1.0,1.0,1.0,1.0
cctv052x2004080617x00075,medium,17,clear,2,23,24,8.7,32.79,33.19,36.24,3.71,21,41.36,43.02,E,12.46,0.0,1,0,0.0,23,0,0,21,0,2,0,1.0,1.0,1.0,1.0,1.0
cctv052x2004080617x00076,medium,17,clear,2,21,25,23.81,28.5,28.04,34.36,5.15,14,43.71,55.56,F,13.17,0.0,1,0,0.0,21,0,0,16,0,5,0,1.0,1.0,1.0,1.0,1.0
cctv052x2004080617x00077,medium,17,clear,2,25,25,12.0,41.46,40.74,48.29,5.47,22,39.58,44.37,E,11.92,0.019,1,0,0.0,25,0,0,22,0,2,1,1.0,1.0,1.0,1.0,0.981
cctv052x2004080618x00079,medium,18,rain,2,23,30,4.35,29.72,29.26,34.07,3.29,20,37.47,38.36,E,11.29,0.019,1,0,0.0,23,0,0,22,0,1,0,1.0,0.981,1.0,1.0,1.0
cctv052x2004080618x00080,heavy,18,rain,2,17,22,5.88,21.5,22.71,29.16,6.83,13,36.26,39.71,E,10.92,0.173,1,0,0.0,17,0,0,16,0,1,0,1.0,0.827,1.0,1.0,1.0
cctv052x2004080618x00081,medium,18,rain,2,16,20,12.5,35.88,38.7,46.82,16.15,12,25.53,31.28,D,7.69,0.365,5,0,0.0,16,0,0,14,0,0,2,0.885,0.635,0.769,0.865,1.0
cctv052x2004080618x00085,light,18,overcast,2,8,12,0.0,79.77,77.36,86.21,6.01,6,10.21,10.47,A,3.08,1.0,3,0,0.0,8,0,0,8,0,0,0,0.0,0.0,1.0,0.808,0.481
cctv052x2004080618x00086,light,18,overcast,2,7,7,0.0,80.78,81.21,85.2,6.91,6,9.64,10.34,A,2.9,0.865,3,0,0.0,7,0,0,7,0,0,0,0.058,0.538,0.923,0.538,0.615
cctv052x2004080618x00087,light,18,overcast,2,8,12,0.0,85.48,84.79,91.9,8.89,5,8.87,9.13,A,2.67,0.25,4,0,0.0,8,0,0,8,0,0,0,0.423,0.5,0.5,0.577,0.327
cctv052x2004080618x00088,light,18,overcast,2,7,9,42.86,92.23,91.84,94.41,3.11,3,5.04,6.45,A,1.52,0.692,3,0,0.0,7,0,0,4,0,0,3,0.038,0.0,0.692,0.308,0.192
cctv052x2004080618x00089,light,18,overcast,2,11,16,9.09,91.15,91.28,97.7,8.36,10,13.34,14.43,B,4.02,0.904,2,0,0.0,11,0,0,10,0,0,1,0.0,0.904,0.712,0.75,0.75
cctv052x2004080619x00090,light,19,overcast,2,9,11,0.0,87.13,85.58,93.65,7.14,7,11.78,12.04,B,3.55,0.843,4,0,0.0,9,0,0,9,0,0,0,0.157,0.196,0.922,1.0,0.804
cctv052x2004080619x00091,light,19,overcast,2,15,18,0.0,96.6,97.6,106.73,10.34,13,18.83,19.02,C,5.67,0.365,1,0,0.0,15,0,0,15,0,0,0,0.885,0.654,0.769,0.885,0.519
cctv052x2004080619x00092,light,19,overcast,2,14,18,0.0,92.95,91.03,98.2,6.61,11,16.79,17.55,B,5.06,0.923,4,0,0.0,14,0,0,14,0,0,0,0.731,0.077,0.942,1.0,0.827
cctv052x2004080619x00093,light,19,clear,2,13,14,0.0,97.4,99.56,105.29,10.6,9,13.6,13.72,B,4.1,0.654,3,0,0.0,13,0,0,13,0,0,0,0.25,0.654,0.904,0.673,0.808
cctv052x2004080619x00094,light,19,clear,2,2,5,0.0,93.5,93.5,94.66,2.35,2,2.87,3.13,A,0.87,0.346,3,0,0.0,2,0,0,2,0,0,0,0.0,0.308,0.346,0.077,0.0
cctv052x2004080619x00095,light,19,clear,2,4,7,50.0,95.53,99.13,101.68,9.56,3,3.13,4.47,A,0.94,0.558,3,0,0.0,4,0,0,2,0,0,2,0.231,0.0,0.558,0.0,0.0
cctv052x2004080619x00096,light,19,clear,2,10,14,0.0,73.21,85.04,89.94,32.52,7,9.0,9.26,A,2.71,0.962,3,0,0.0,10,0,0,10,0,0,0,0.0,0.192,0.962,0.154,0.827
cctv052x2004080619x00097,light,19,clear,2,9,9,11.11,101.44,100.21,106.7,4.58,6,7.42,8.01,A,2.24,0.941,3,0,0.0,9,0,0,8,0,0,1,0.0,0.588,0.941,0.294,0.157
cctv052x2004080619x00098,light,19,clear,2,5,11,0.0,92.77,90.72,101.93,9.5,5,5.62,6.13,A,1.69,0.5,2,0,0.0,5,0,0,5,0,0,0,0.0,0.5,0.365,0.442,0.077
cctv052x2004080619x00099,light,19,clear,2,11,17,9.09,98.07,98.73,105.58,7.54,9,9.51,10.28,A,2.87,0.442,2,0,0.0,11,0,0,10,0,0,1,0.269,0.712,0.558,0.5,0.558
cctv052x2004080619x00100,light,19,clear,2,14,17,14.29,90.44,90.54,95.26,7.62,10,14.97,18.09,C,4.51,0.706,4,0,0.0,14,0,0,12,0,1,1,0.353,0.275,0.863,0.98,0.667
cctv052x2004080619x00101,light,19,clear,2,17,19,0.0,87.1,85.77,95.22,8.47,15,22.73,23.36,C,6.85,0.808,3,1,0.059,17,0,0,17,0,0,0,0.192,0.692,1.0,1.0,0.962
cctv052x2004080619x00102,light,19,clear,2,3,3,0.0,91.49,91.49,91.49,0.0,1,2.21,2.54,A,0.67,0.451,4,0,0.0,3,0,0,3,0,0,0,0.02,0.098,0.098,0.451,0.0
cctv052x2004080619x00103,light,19,clear,2,7,8,14.29,92.48,93.31,101.44,10.05,5,7.21,8.81,A,2.17,0.615,5,0,0.0,7,0,0,6,0,0,1,0.404,0.0,0.442,0.462,0.615
cctv052x2004080619x00104,light,19,clear,2,6,8,16.67,93.16,96.4,96.53,5.78,3,5.68,7.66,A,1.71,0.673,4,0,0.0,6,0,0,5,0,0,1,0.0,0.365,0.269,0.673,0.038
cctv052x2004080620x00105,light,20,clear,2,12,13,0.0,94.37,96.53,103.59,10.61,8,12.11,12.17,B,3.65,0.667,4,1,0.083,12,0,0,12,0,0,0,0.353,0.333,0.725,1.0,0.49
cctv052x2004080620x00106,light,20,clear,2,12,18,0.0,85.82,87.48,90.25,7.37,7,12.06,12.32,B,3.63,0.692,3,0,0.0,12,0,0,12,0,0,0,0.173,0.096,0.788,0.596,0.577
cctv052x2004080620x00107,light,20,clear,2,10,16,0.0,97.41,96.57,105.47,9.16,5,7.34,8.17,A,2.21,0.481,3,0,0.0,10,0,0,10,0,0,0,0.288,0.481,0.615,0.135,0.365
